433,507,8,21.54,99533.21,50.57
595,1713,29,21.67,99530.03,50.53
762,1713,29,21.72,99532.27,50.57
928,1720,29,21.78,99533.67,50.55
1094,1713,29,21.81,99534.39,50.53
1262,1713,29,21.83,99534.42,50.58
1430,1713,29,21.84,99533.85,50.50
1598,1720,29,21.85,99536.57,50.47
1766,1720,29,21.86,99532.54,50.45
1933,1713,29,21.86,99535.83,50.40
2101,1713,29,21.87,99533.62,50.42
2269,1714,29,21.87,99536.79,50.37
2437,1719,29,21.88,99534.69,50.33
2605,1719,29,21.88,99534.07,50.30
2771,1715,29,21.89,99533.78,50.32
2939,1714,29,21.89,99533.16,50.33
3107,1713,29,21.90,99534.41,50.26
3275,1719,29,21.90,99534.46,50.22
3443,1696,29,21.90,99533.78,50.23
3610,1690,29,21.90,99532.87,50.18
3778,1713,29,21.91,99535.36,50.16
3946,1713,29,21.90,99533.38,50.17
4114,1719,29,21.91,99531.16,50.14
4282,1720,29,21.91,99531.39,50.06
4449,1713,29,21.92,99531.39,50.10
4617,1713,29,21.91,99534.46,50.10
4785,1713,29,21.92,99531.67,50.08
4953,1720,29,21.92,99533.77,49.98
5121,1719,29,21.93,99534.49,50.00
5287,1713,29,21.93,99535.61,50.06
5455,1714,29,21.94,99536.69,50.05
5623,1713,29,21.93,99533.75,50.05
5791,1720,29,21.93,99532.89,50.06
5959,1719,29,21.93,99534.77,50.03
6126,1713,29,21.94,99533.80,50.05
6294,1713,29,21.94,99533.28,50.07
6462,1713,29,21.94,99534.19,49.98
6630,1719,29,21.93,99530.96,49.98
6798,1719,29,21.95,99533.51,50.03
6965,1713,29,21.95,99535.61,49.95
7133,1713,29,21.94,99532.10,49.95
7301,1713,29,21.95,99531.47,49.93
7469,1719,29,21.95,99532.03,49.94
7636,1713,29,21.95,99532.77,49.91
7803,1713,29,21.94,99531.53,49.88
7971,1713,29,21.94,99531.02,49.87
8139,1714,29,21.95,99532.49,49.88
8307,1719,29,21.95,99533.85,49.87
8475,1713,29,21.95,99531.81,49.83
8642,1713,29,21.95,99532.66,49.86
8810,1713,29,21.94,99529.37,49.81
8978,1739,29,21.95,99532.32,49.80
9146,1719,29,21.95,99533.39,49.83
9314,1719,29,21.95,99533.67,49.76
9481,1713,29,21.95,99531.07,49.73
9649,1713,29,21.95,99533.11,49.81
9817,1713,29,21.95,99528.63,49.80
9985,1719,29,21.95,99533.05,49.87
10153,1713,29,21.96,99534.58,49.85
10322,1713,29,21.96,99531.24,49.79
10492,1713,29,21.95,99529.88,49.79
10662,1713,29,21.95,99530.89,49.75
10832,1713,29,21.95,99529.20,49.77
11002,1713,29,21.95,99530.78,49.84
11172,1716,29,21.95,99531.80,49.80
11342,1697,29,21.96,99527.83,49.77
11512,1722,29,21.95,99529.93,49.76
11682,1716,29,21.96,99533.05,49.83
11851,1716,29,21.95,99532.14,49.84
12021,1716,29,21.96,99531.01,49.79
12191,1716,29,21.96,99532.94,49.92
12361,1716,29,21.96,99532.20,49.78
12531,1716,29,21.96,99532.66,49.86
12701,1722,29,21.96,99531.75,49.91
12871,1719,29,21.96,99531.24,49.81
13041,1722,29,21.96,99530.89,49.88
13211,1716,29,21.97,99530.89,49.86
13380,1715,29,21.96,99532.20,49.85
13550,1713,29,21.97,99534.35,49.86
13720,1713,29,21.97,99530.84,49.84
13890,1713,29,21.97,99531.28,49.83
14060,1713,29,21.97,99529.82,49.82
14230,1713,29,21.98,99534.52,49.84
14400,1722,29,21.97,99534.07,49.83
14570,1719,29,21.97,99532.03,49.77
14740,1719,29,21.97,99532.03,49.76
14909,1713,29,21.97,99532.60,49.68
15079,1713,29,21.97,99533.44,49.78
15249,1713,29,21.97,99528.11,49.71
15419,1713,29,21.97,99530.83,49.70
15589,1713,29,21.97,99533.10,49.67
15759,1713,29,21.98,99531.28,49.71
15929,1719,29,21.98,99531.97,49.65
16099,1720,29,21.97,99531.91,49.65
16269,1720,29,21.97,99529.70,49.69
16439,1713,29,21.98,99530.66,49.65
16608,1713,29,21.98,99530.10,49.57
16778,1713,29,21.98,99532.92,49.59
16948,1713,29,21.98,99534.80,49.55
17118,1713,29,21.98,99532.19,49.53
17288,1713,29,21.98,99535.60,49.58
17458,1719,29,21.98,99531.00,49.57
17628,1719,29,21.98,99532.99,49.57
17798,1719,29,21.98,99531.17,49.47
17968,1713,29,21.98,99530.89,49.55
18137,1713,29,21.98,99531.23,49.52
18307,1713,29,21.99,99530.32,49.52
18477,1713,29,21.98,99527.94,49.51
18647,1713,29,21.98,99531.06,49.46
18817,1713,29,21.98,99532.25,49.48
18987,1719,29,21.99,99532.19,49.48
19156,1719,29,21.99,99533.66,49.37
19326,1719,29,21.99,99532.75,49.48
19496,1713,29,21.99,99533.89,49.45
19665,1713,29,22.00,99533.27,49.43
19835,1713,29,22.00,99533.15,49.39
20005,1712,29,22.00,99531.17,49.38
20175,1713,29,21.99,99531.05,49.41
20345,1713,29,21.99,99531.57,49.41
20515,1719,29,21.99,99534.41,49.42
20685,1719,29,21.99,99531.39,49.40
20855,1719,29,21.99,99534.00,49.40
21024,1713,29,22.00,99533.10,49.39
21194,1713,29,21.99,99532.53,49.48
21364,1713,29,21.99,99530.42,49.38
21534,1713,29,22.00,99533.15,49.39
21704,1712,29,22.00,99531.45,49.39
21874,1714,29,22.00,99531.78,49.47
22044,1719,29,22.00,99533.38,49.38
22214,1719,29,22.00,99535.99,49.41
22384,1713,29,22.00,99533.38,49.39
22553,1713,29,22.00,99532.69,49.40
22723,1713,29,22.00,99533.10,49.41
22893,1713,29,22.00,99535.30,49.39
23063,1713,29,22.00,99534.91,49.39
23233,1719,29,22.00,99531.50,49.36
23403,1719,29,22.01,99532.52,49.35
23573,1719,29,22.00,99534.46,49.40
23743,1713,29,22.01,99532.13,49.41
23912,1712,29,22.00,99531.56,49.38
24082,1713,29,22.00,99532.41,49.38
24252,1712,29,22.01,99531.85,49.36
24422,1713,29,22.01,99530.77,49.41
24592,1713,29,22.01,99530.93,49.41
24762,1719,29,22.01,99532.69,49.36
24932,1719,29,22.01,99531.67,49.40
25102,1719,29,22.01,99535.99,49.40
25271,1713,29,22.01,99534.46,49.40
25441,1713,29,22.02,99531.96,49.30
25611,1713,29,22.01,99533.94,49.37
25781,1712,29,22.02,99533.88,49.39
25951,1713,29,22.01,99534.28,49.39
26121,1712,29,22.01,99532.92,49.38
26291,1718,29,22.02,99534.78,49.36
26461,1719,29,22.02,99531.78,49.38
26631,1713,29,22.02,99531.21,49.37
26800,1712,29,22.02,99532.13,49.39
26970,1713,29,22.02,99532.13,49.33
27140,1713,29,22.02,99531.85,49.36
27310,1713,29,22.01,99529.85,49.35
27480,1713,29,22.02,99533.38,49.32
27650,1713,29,22.02,99529.68,49.36
27820,1719,29,22.02,99530.08,49.29
27990,1718,29,22.02,99531.16,49.32
28160,1719,29,22.02,99530.02,49.30
28328,1713,29,22.02,99531.04,49.35
28498,1712,29,22.02,99529.97,49.32
28668,1713,29,22.02,99527.75,49.31
28838,1713,29,22.02,99530.31,49.32
29008,1713,29,22.02,99528.66,49.39
29178,1719,29,22.03,99531.84,49.28
29348,1719,29,22.02,99529.57,49.29
29518,1719,29,22.02,99531.85,49.28
29688,1713,29,22.03,99530.47,49.30
29857,1713,29,22.03,99533.20,49.28
30027,1713,29,22.03,99532.86,49.27
30197,1713,29,22.02,99530.71,49.26
30367,1713,29,22.02,99528.66,49.20
30537,1713,29,22.02,99530.36,49.34
30707,1719,29,22.02,99530.71,49.25
30877,1719,29,22.02,99532.80,49.25
31047,1719,29,22.03,99532.46,49.26
31217,1712,29,22.02,99530.30,49.20
31386,1713,29,22.02,99532.46,49.22
31556,1713,29,22.03,99533.71,49.22
31726,1713,29,22.03,99533.71,49.17
31896,1713,29,22.03,99534.16,49.21
32066,1713,29,22.03,99532.68,49.22
32236,1717,29,22.04,99531.13,49.22
32406,1719,29,22.02,99532.13,49.20
32576,1719,29,22.03,99529.46,49.27
32746,1713,29,22.02,99531.78,49.25
32915,1713,29,22.03,99532.17,49.21
33085,1712,29,22.03,99531.21,49.18
33255,1713,29,22.04,99532.26,49.16
33425,1713,29,22.04,99533.46,49.19
33595,1713,29,22.04,99535.04,49.20
33765,1713,29,22.04,99531.75,49.20
33935,1719,29,22.04,99531.92,49.23
34105,1719,29,22.04,99533.22,49.23
34275,1717,29,22.04,99534.92,49.17
34444,1713,29,22.05,99534.75,49.16
34614,1712,29,22.05,99535.43,49.15
34784,1713,29,22.04,99534.30,49.12
34954,1713,29,22.04,99533.22,49.16
35124,1713,29,22.04,99532.94,49.16
35294,1713,29,22.05,99532.37,49.09
35464,1719,29,22.05,99532.14,49.12
35634,1719,29,22.05,99530.78,49.13
35804,1719,29,22.05,99530.44,49.15
35973,1714,29,22.05,99533.39,49.12
36143,1713,29,22.05,99532.71,49.12
36313,1712,29,22.05,99532.88,49.13
36483,1713,29,22.05,99531.91,49.13
36653,1713,29,22.05,99532.08,49.16
36823,1713,29,22.05,99531.41,49.10
36993,1719,29,22.05,99530.50,49.15
37163,1719,29,22.06,99532.00,49.14
37332,1719,29,22.06,99532.60,49.10
37501,1713,29,22.06,99532.51,49.07
37671,1713,29,22.06,99533.70,49.09
37841,1713,29,22.05,99531.80,49.12
38011,1713,29,22.05,99532.94,49.10
38181,1713,29,22.06,99532.71,49.17
38351,1719,29,22.05,99531.57,49.19
38521,1719,29,22.05,99533.16,49.11
38691,1719,29,22.05,99532.65,49.06
38861,1713,29,22.06,99534.24,49.01
39030,1713,29,22.06,99533.27,49.17
39200,1713,29,22.06,99533.39,49.13
39370,1713,29,22.06,99531.57,49.13
39540,1712,29,22.06,99531.69,49.09
39710,1713,29,22.06,99531.91,49.13
39880,1713,29,22.06,99533.10,49.11
40050,1719,29,22.05,99529.75,49.11
40220,1719,29,22.06,99534.30,49.08
40390,1713,29,22.05,99530.61,49.15
40559,1713,29,22.06,99533.70,49.11
40729,1712,29,22.06,99533.36,49.11
40899,1712,29,22.06,99536.65,49.18
41069,1713,29,22.06,99533.75,49.14
41239,1713,29,22.07,99535.74,49.10
41409,1719,29,22.06,99532.08,49.11
41579,1719,29,22.06,99533.78,49.11
41749,1720,29,22.06,99532.67,49.08
41919,1713,29,22.07,99534.32,49.10
42088,1713,29,22.06,99533.25,49.11
42258,1713,29,22.07,99531.60,49.10
42428,1713,29,22.07,99532.62,49.13
42598,1712,29,22.07,99536.60,49.10
42768,1713,29,22.07,99533.87,49.10
42938,1719,29,22.07,99535.17,49.14
43108,1719,29,22.07,99532.00,49.14
43278,1719,29,22.07,99532.45,49.07
43447,1712,29,22.07,99536.19,49.09
43617,1712,29,22.07,99532.62,49.10
43787,1712,29,22.07,99534.15,49.05
43957,1713,29,22.06,99532.91,49.10
44127,1712,29,22.07,99534.15,49.08
44297,1719,29,22.07,99532.11,49.07
44467,1719,29,22.07,99533.82,49.02
44637,1719,29,22.07,99532.11,49.10
44807,1713,29,22.07,99531.32,49.06
44976,1713,29,22.07,99534.66,49.10
45146,1713,29,22.07,99533.47,49.03
45316,1712,29,22.07,99534.38,49.07
45486,1713,29,22.07,99536.19,49.05
45656,1713,29,22.06,99535.75,49.05
45826,1719,29,22.07,99534.72,49.02
45996,1719,29,22.07,99535.06,48.97
46166,1719,29,22.07,99534.55,49.02
46336,1713,29,22.07,99533.87,49.02
46504,1713,29,22.07,99533.25,48.99
46674,1713,29,22.07,99536.82,48.91
46844,1713,29,22.07,99534.03,49.01
47014,1713,29,22.07,99535.34,49.01
47184,1713,29,22.08,99537.04,49.12
47354,1719,29,22.08,99535.63,49.06
47524,1719,29,22.08,99536.47,49.00
47694,1719,29,22.07,99534.03,48.99
47863,1713,29,22.07,99532.11,48.93
48033,1712,29,22.07,99531.94,48.97
48203,1713,29,22.08,99532.22,48.99
48373,1712,29,22.08,99532.96,48.99
48543,1714,29,22.08,99534.14,49.00
48713,1714,29,22.09,99533.75,48.92
48883,1719,29,22.08,99534.54,49.06
49053,1719,29,22.07,99532.96,48.98
49223,1713,29,22.08,99531.82,48.95
49392,1713,29,22.08,99534.77,49.00
49562,1713,29,22.08,99533.41,48.96
49732,1713,29,22.08,99532.85,48.97
49902,1713,29,22.08,99533.24,48.99
50072,1712,29,22.07,99533.47,48.99
50242,1719,29,22.08,99534.60,48.99
50412,1719,29,22.08,99534.54,48.96
50582,1719,29,22.09,99534.20,48.95
50752,1712,29,22.09,99536.07,49.00
50921,1712,29,22.09,99534.03,49.01
51091,1712,29,22.09,99534.26,48.95
51261,1713,29,22.09,99535.74,48.95
51431,1713,29,22.09,99536.19,48.86
51601,1713,29,22.09,99535.57,48.96
51771,1719,29,22.09,99536.92,48.94
51941,1719,29,22.09,99536.64,48.94
52111,1719,29,22.08,99533.17,48.82
52281,1713,29,22.08,99533.13,48.95
52450,1713,29,22.08,99533.58,48.93
52620,1712,29,22.08,99533.07,48.93
52790,1713,29,22.08,99532.89,48.84
52960,1713,29,22.08,99535.34,48.91
53130,1712,29,22.08,99533.47,48.92
53300,1719,29,22.08,99533.81,48.92
53470,1719,29,22.08,99533.69,48.93
53640,1719,29,22.08,99531.71,48.87
53810,1713,29,22.08,99529.83,48.92
53979,1712,29,22.08,99531.42,48.92
54149,1713,29,22.08,99529.43,48.95
54319,1713,29,22.08,99531.25,48.91
54489,1713,29,22.09,99534.42,48.95
54659,1713,29,22.08,99533.52,48.92
54829,1719,29,22.09,99533.24,48.90
54999,1719,29,22.08,99533.17,48.95
55169,1714,29,22.08,99531.19,48.92
55337,1713,29,22.08,99531.42,48.91
55507,1712,29,22.09,99532.22,48.96
